Machine_Type,Company Code,Name of recipient,Equipment,Description of technical object,Status,Specification,Chassis number,Engine serial number,Engine Model,Engine power,Engine capacity,License plate number,Tax,Insurance,Duties,Note,Class,Asset,Manufacturer of asset,Keyword,Registered
Support,1000,รถไฟ4-7สระบุรี_2000,CON-004,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ,ใช้งาน,เก็บอุปกรณ์งานอาคาร,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,ศูนย์ซ่อมสระบุรี_1000,CON-005,ตู้คอนเทนเนอร์ 6เมตร/สำหรับOFFICE,Stand by/รอใช้งาน,โรงซ่อม/ออฟฟิศ/เครื่องมือ,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-006,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ,ใช้งาน,โรงซ่อม/เก็บของ,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-007,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ,ใช้งาน,อุปกรณ์งาน BALANCE2 งานLG,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-008,ตู้คอนเทนเนอร์ 12เมตร/สำหรับเก็บของ,ใช้งาน,สโตร์/สายไฟ,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,แพล้นท์ยางตรัง_1000,CON-009,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ,Stand by/รอใช้งาน,แพล้นท์ยาง/อุปกรณ์,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,แพล้นท์ยางกระบี่_2000,CON-010,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ,ใช้งาน,แพล้นท์ยาง/เก็บวัสดุอะไหล,,,,0,0,,,,0,,CON,223000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,ศูนย์ซ่อมกระบี่_2000,CON-011,ตู้คอนเทนเนอร์ 12เมตร/สำหรับเก็บของ,ใช้งาน,โรงซ่อม/อะไหล่เก่า,,,,0,0,,,,0,,CON,223000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,พระราม 3-ตอน 1_1000,CON-012,ตู้คอนเทนเนอร์ 12เมตร/สำหรับเก็บของ,ใช้งาน,โรงซ่อม/เก็บอุปกรณ์เซฟตี้,,,,0,0,,,,0,,CON,223000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,พระราม 3-ตอน 1_1000,CON-014,ตู้คอนเทนเนอร์ 12เมตร/สำหรับเก็บของ,ใช้งาน,สโตร์/เก็บอะไหล่,,,,0,0,,,,0,,CON,223000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,พระราม 3-ตอน 1_1000,CON-015,ตู้คอนเทนเนอร์ 6เมตร/สำหรับOFFICE,ใช้งาน,ออฟฟิศ/ติดแอร์,,,,0,0,,,,0,,CON,113000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,อ่างเก็บน้ำห้วยฉลอม ตาก,CON-016,ตู้คอนเทนเนอร์ 6เมตร/สำหรับOFFICE,ใช้งาน,ออฟฟิศ/ติดแอร์,,,,0,0,,,,0,,CON,223000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,รถไฟ4-7สระบุรี_2000,CON-017,ตู้คอนเทนเนอร์ 12เมตร/สำหรับเก็บของ,ใช้งาน,อุปกรณ์งาน BALANCE3 งานLG,,,,0,0,,,,0,,CON,223000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,รถไฟ4-7สระบุรี_2000,CON-018,ตู้คอนเทนเนอร์ 12เมตร/สำหรับOFFICE-LG,ใช้งาน,OFFICE/LG,,,,0,0,,,,0,,CON,223000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,รถไฟ4-7สระบุรี_2000,CON-019,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ,ใช้งาน,"อุปกรณ์,เครื่องมือ/LGกลาง",,,,0,0,,,,0,,CON,223000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-020,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,SPAN JACK/LGกลาง,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-021,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,"อุปกรณ์,เครื่องมือ/LGกลาง",,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,ศูนย์ซ่อมกระบี่_1000,CON-022,ตู้คอนเทนเนอร์ 12เมตร/สำหรับเก็บของ,Stand by/รอย้าย,ไม่มีของในตู้แล้ว,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-023,ตู้คอนเทนเนอร์ 12เมตร/สำหรับเก็บของ,ใช้งาน,สโตร์/อะไหล่/พัสดุ,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,หน่วยงานสระบุรี(ส่วนกลาง),CON-024,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,Stand by/รอใช้งาน,สกรูน็อตCROSSBEAM/LG,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-025,ตู้คอนเทนเนอร์ 12เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG/TRUSS รวมส่วนกล,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-026,ตู้คอนเทนเนอร์ 12เมตร/สำหรับเก็บของ-LG,ใช้งาน,วัสดุอุปกรณ์ LG-001ถึง004,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,หน่วยงานสระบุรี(ส่วนกลาง),CON-027,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,Stand by/รอใช้งาน,ถาดรองSPAN JACK188/LGกลาง,,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,หน่วยงานสระบุรี(ส่วนกลาง),CON-028,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,Stand by/รอใช้งาน,"BB BAR,บล้อคสโรด/LGกลาง",,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-029,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-001/ไฟฟ้า,,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-030,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-003,,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-031,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-002/ส.ไฟ/ตู้MDB,,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-032,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-004,,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,รถไฟ4-7สระบุรี_2000,CON-033,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-003,,,,0,0,,,,0,,CON,221000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,รถไฟ4-7สระบุรี_2000,CON-034,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-003,,,,0,0,,,,0,,CON,221000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,รถไฟ4-7สระบุรี_2000,CON-035,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-004,,,,0,0,,,,0,,CON,221000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,รถไฟ4-7สระบุรี_2000,CON-036,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-004,,,,0,0,,,,0,,CON,221000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,ศูนย์ซ่อมสระบุรี_1000,CON-037,ตู้คอนเทนเนอร์ 6เมตร/OFFICE/SCT-002,Stand by/รอใช้งาน,สำหรับOFFICE ของSCT-002,,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,พระราม 3-ตอน 1_1000,CON-038,ตู้คอนเทนเนอร์ 6เมตร/สำหรับOFFICE,ใช้งาน,สำหรับOFFICEงานรถไฟ(แอร์),,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,พระราม 3-ตอน 1_1000,CON-039,ตู้คอนเทนเนอร์ 6เมตร/สำหรับOFFICE,ใช้งาน,สำหรับOFFICEงานรถไฟ(ลม),,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,ศูนย์ซ่อมสระบุรี_1000,CON-040,ตู้คอนเทนเนอร์ 6เมตร/OFFICE/TSCL-001,Stand by/รอใช้งาน,สำหรับTSCL-001(พัดลม),,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,พระราม 3-ตอน 1_1000,CON-041,ตู้คอนเทนเนอร์ 6เมตร/สำหรับOFFICE,ใช้งาน,สำหรับOFFICEงานรถไฟ(ลม),,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-042,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-001/ชุดแขวน,,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-043,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-002/HYD,,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-044,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-002/BB-BAR/PL.,,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-045,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-001/HYD 250T,,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,แจ้งวัฒนะ-ปากเกร็ด,CON-046,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ,ใช้งาน,เก็บของ/อุปกรณ์เครื่องมือ,,,,0,0,,,,0,,CON,121000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,แจ้งวัฒนะ-ปากเกร็ด,CON-047,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ,ใช้งาน,เก็บของ/อุปกรณ์เครื่องมือ,,,,0,0,,,,0,,CON,221000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,พระราม 3-ตอน 1_1000,CON-048,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ,ใช้งาน,"เก้าอี้ ,ตู้สำนักงาน",,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-049,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,สายไฟ/LG-003,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-050,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ,ใช้งาน,อุปกรณ์งาน BALANCE1 งานLG,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,พระราม 3-ตอน 1_1000,CON-051,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ,ใช้งาน,ตู้ออฟฟิศ,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,ศูนย์ซ่อมสระบุรี_1000,CON-052,ตู้คอนเทนเนอร์ 12เมตร/สำหรับเก็บของ,Stand by/รอใช้งาน,เก็บอะไหล่C-90(เก่า)/ว่าง,,,,0,0,,,,0,,CON,123000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,แพล้นท์ยางบางปะหัน_2000,CON-053,ตู้คอนเทนเนอร์ 6เมตร/สำหรับOFFICE-TSCL,ใช้งาน,OFFICE+TSCL-008,,,,0,0,,,,0,,CON,223000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,ศูนย์ซ่อมสระบุรี_2000,CON-054,ตู้คอนเทนเนอร์ 6เมตร/OFFICE/TSCL-002,Stand by/รอใช้งาน,ออฟฟิศตาชั่ง/TSCL-002,,,,0,0,,,,0,,CON,223000000000,,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-055,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-005,862404,,,0,0,,,,0,,CON,123000000000,ราชาคอนเทนเนอร์ จำกัด,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-056,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-005,CIMC2360,,,0,0,,,,0,,CON,123000000000,ราชาคอนเทนเนอร์ จำกัด,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-057,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-005,562444,,,0,0,,,,0,,CON,123000000000,ราชาคอนเทนเนอร์ จำกัด,ตู้คอนเทนเนอร์/CONTAINER,
Support,1000,รถไฟ4-7สระบุรี_2000,CON-058,ตู้คอนเทนเนอร์ 6เมตร/สำหรับเก็บของ-LG,ใช้งาน,อุปกรณ์LG-005,861870,,,0,0,,,,0,,CON,123000000000,ราชาคอนเทนเนอร์ จำกัด,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,รถไฟ4-7สระบุรี_2000,CON-059,ตู้คอนเทนเนอร์ 12เมตร/สำหรับเก็บของ,ใช้งาน,สายไฟ/อุปกรณ์ช่าง,CIMC23504,,,0,0,,,,0,,CON,223000000000,ราชาคอนเทนเนอร์ จำกัด,ตู้คอนเทนเนอร์/CONTAINER,
Support,2000,รถไฟ4-7สระบุรี_2000,CON-060,ตู้คอนเทนเนอร์ 12เมตร/สำหรับเก็บของ,ใช้งาน,U-BOLT,QDCM04B06835,,,0,0,,,,0,,CON,223000000000,ราชาคอนเทนเนอร์ จำกัด,ตู้คอนเทนเนอร์/CONTAINER,
